,Link,Ranks
323,134,1.1341737170342947
324,178,1.1341737170342947
325,27011,1.1341737170342947
326,27144,1.1341737170342947
327,26909,1.1341737170342947
328,150,1.1341737170342947
329,26995,1.1341737170342947
330,27111,1.1341737170342947
331,27182,1.1341737170342947
332,27105,1.1341737170342947
333,166,1.1341737170342947
334,26375,1.1341737170342947
335,113,1.1341737170342947
336,26978,1.1341737170342947
337,26422,1.1341737170342947
338,27060,1.1341737170342947
339,27048,1.1341737170342947
340,170,1.1341737170342947
341,158,1.1341737170342947
342,27084,1.1341737170342947
343,27064,1.1341737170342947
344,27015,1.1341737170342947
345,26396,1.1341737170342947
346,27092,1.1341737170342947
347,146,1.1341737170342947
348,162,1.1341737170342947
349,27052,1.1341737170342947
350,27044,1.1341737170342947
351,27165,1.1341737170342947
352,174,1.1341737170342947
353,26986,1.1341737170342947
354,26243,1.1341737170342947
355,138,1.1341737170342947
356,26949,1.1341737170342947
357,27040,1.1341737170342947
358,26404,1.1341737170342947
359,26945,1.1341737170342947
360,24232,1.133851625990235
361,24240,1.133851625990235
362,24236,1.133851625990235
363,27186,1.1292768660476413
364,24200,1.1262184238688822
365,24224,1.1262184238688822
366,24248,1.1262184238688822
367,24277,1.1262184238688822
368,24317,1.1262184238688822
369,24309,1.1262184238688822
370,24289,1.1262184238688822
371,24244,1.1262184238688822
372,24313,1.1262184238688822
373,24447,1.1262184238688822
374,16048,1.1262184238688822
375,24216,1.1262184238688822
376,24269,1.1262184238688822
377,24285,1.1262184238688822
378,16141,1.1262184238688822
379,24261,1.1262184238688822
380,16052,1.1262184238688822
381,24443,1.1262184238688822
382,24451,1.1262184238688822
383,15907,1.1262184238688822
384,24333,1.1262184238688822
385,24337,1.1262184238688822
386,15911,1.1262184238688822
387,16137,1.1262184238688822
388,24321,1.1262184238688822
389,24418,1.1262184238688822
390,16133,1.1262184238688822
391,24147,1.1262184238688822
392,24212,1.1262184238688822
393,24414,1.1262184238688822
394,24375,1.1262184238688822
395,24371,1.1262184238688822
396,24362,1.1262184238688822
397,24208,1.1262184238688822
398,24265,1.1262184238688822
399,24273,1.1262184238688822
400,24305,1.1262184238688822
401,24379,1.1262184238688822
402,24297,1.1262184238688822
403,24281,1.1262184238688822
404,24501,1.1262184238688822
405,24301,1.1262184238688822
406,15963,1.1262184238688822
407,24293,1.1262184238688822
408,24204,1.1262184238688822
409,24196,1.1262184238688822
410,16154,1.1262184238688822
411,24492,1.1216119120488506
412,5559,1.104997047609833
413,5621,1.104758672011367
414,5667,1.104758672011367
415,5660,1.1035747321036737
416,5650,1.1035747321036737
417,5634,1.1035747321036737
418,1853,1.1026062955804414
419,1755,1.1017685270213542
420,1771,1.1017685270213542
421,5571,1.101715889872026
422,5321,1.1017158898720258
423,1759,1.100617946405024
424,1767,1.100617946405024
425,1763,1.100617946405024
426,1849,1.0993998488435526
427,1845,1.0993998488435526
428,5361,1.0964129129896223
429,5531,1.0952826653475287
430,15690,1.0948365238676807
431,1983,1.0941959109664148
432,2230,1.0930290246424335
433,5349,1.0921594021224328
434,5325,1.0908125476906378
435,5333,1.0908125476906376
436,5329,1.0908125476906374
437,5515,1.090433889093144
438,1928,1.0900402090120143
439,2060,1.0887110488520864
440,2052,1.0887110488520864
441,2056,1.0887110488520864
442,2238,1.0882946883012854
443,5527,1.0877315445927416
444,5523,1.0877315445927416
445,5229,1.0860603380942395
446,5183,1.0860603380942395
447,5790,1.0860603380942395
448,5738,1.0860603380942395
449,5750,1.0860603380942395
450,5786,1.0860603380942393
451,5782,1.0860603380942393
452,5160,1.0860603380942393
453,5732,1.0860603380942393
454,5774,1.0860603380942393
455,5187,1.0860603380942393
456,5758,1.0860603380942393
457,2234,1.0856562600813844
458,2218,1.0856562600813844
459,5519,1.0853294605923836
460,5535,1.0853294605923836
461,4386,1.083811798326029
462,2462,1.083811798326029
463,1710,1.083811798326029
464,4306,1.083811798326029
465,2506,1.083811798326029
466,4382,1.083811798326029
467,2498,1.083811798326029
468,2592,1.083811798326029
469,4340,1.083811798326029
470,2741,1.083811798326029
471,1708,1.083811798326029
472,1712,1.083811798326029
473,27391,1.0836888051430793
474,2226,1.0833109905525835
475,2222,1.083310990552583
476,5191,1.0829509722056478
477,5716,1.0829509722056478
478,5762,1.0829509722056478
479,5742,1.0829509722056478
480,5770,1.0829509722056478
481,4302,1.080783672332716
482,2855,1.080783672332716
483,4310,1.080783672332716
484,2502,1.080783672332716
485,2466,1.0807836723327158
486,5459,1.078579926835045
487,5451,1.0785799268350449
488,5463,1.0785799268350447
489,5443,1.0781090310910308
490,5490,1.0781090310910308
491,5435,1.0781090310910308
492,5419,1.0781090310910306
493,2039,1.0767260099180356
494,2031,1.0767260099180356
495,2035,1.0767260099180356
496,2015,1.0762658519783417
497,2027,1.0762658519783417
498,2003,1.0762658519783417
499,1963,1.0762658519783417
500,5427,1.075890834160435
501,5397,1.075890834160435
502,5415,1.075890834160435
503,5411,1.075890834160435
504,1999,1.0740999884232088
505,1979,1.0740999884232085
506,1975,1.0740999884232085
507,2019,1.0740999884232085
508,5605,1.0696385744798347
509,5603,1.0696385744798347
510,5609,1.0696385744798347
511,5607,1.0696385744798347
512,5611,1.0696385744798345
513,1893,1.068694856573496
514,1895,1.068694856573496
515,1889,1.068694856573496
516,1887,1.068694856573496
517,1891,1.068694856573496
518,15899,1.0640461455216712
519,5675,1.0616528759746948
520,5423,1.061521756214117
521,5431,1.061521756214117
522,1795,1.0615132153094617
523,2011,1.0605348761727216
524,2007,1.0605348761727216
525,5918,1.060025233129043
526,5914,1.0600252331290427
527,5916,1.0600252331290427
528,5486,1.0599168136425294
529,1740,1.0589488045166013
530,1738,1.0589488045166013
531,1742,1.0589488045166013
532,2074,1.0585032109719854
533,5617,1.0582498434585077
534,5671,1.0582498434585077
535,5709,1.0582498434585077
536,5705,1.0582498434585077
537,5724,1.0582498434585077
538,5685,1.0582498434585077
539,5728,1.0582498434585077
540,2123,1.0566085663234461
541,1775,1.0566085663234461
542,2127,1.0566085663234461
543,2115,1.0566085663234461
544,2103,1.0566085663234461
545,2107,1.0566085663234461
546,2111,1.0566085663234461
547,5477,1.0554078880001516
548,27566,1.0552047265763669
549,27557,1.0552047265763669
550,27528,1.0552047265763669
551,27425,1.0552047265763669
552,27531,1.0552047265763669
553,27537,1.0552047265763669
554,27546,1.0552047265763669
555,27540,1.0552047265763669
556,27549,1.0552047265763669
557,27554,1.0552047265763669
558,27534,1.0552047265763669
559,27569,1.0552047265763669
560,27420,1.0552047265763669
561,27543,1.0552047265763669
562,27572,1.0552047265763669
563,27560,1.0552047265763669
564,5630,1.05503319588825
565,5471,1.0548674170874863
566,2088,1.054587998451236
567,27575,1.0542189278875034
568,2093,1.053597869034612
569,1746,1.0534441411354858
570,5563,1.0524985238049165
571,5579,1.0524985238049165
572,5575,1.0524985238049165
573,5585,1.0524985238049165
574,5597,1.0524985238049165
575,5567,1.0524985238049165
576,6966,1.0515129873213434
577,1857,1.0513031477902206
578,1865,1.0513031477902206
579,1877,1.0513031477902206
580,1873,1.0513031477902206
581,1861,1.0513031477902206
582,1869,1.0513031477902206
583,5353,1.0491914773887807
584,5345,1.0491914773887807
585,5508,1.0491914773887807
586,5337,1.0491914773887807
587,5317,1.0491914773887807
588,5482,1.0491914773887807
589,5504,1.0491914773887807
590,5341,1.048206456494811
591,5373,1.048206456494811
592,5387,1.048206456494811
593,5369,1.048206456494811
594,5377,1.048206456494811
595,5393,1.048206456494811
596,5365,1.048206456494811
597,5381,1.048206456494811
598,5403,1.048206456494811
599,2137,1.0480532618931
600,2078,1.0480532618931
601,1803,1.0480532618931
602,2084,1.0480532618931
603,2070,1.0480532618931
604,2097,1.0480532618931
605,2142,1.0480532618931
606,1807,1.0470979554832074
607,1987,1.0470979554832074
608,1991,1.0470979554832074
609,1936,1.0470979554832074
610,1948,1.0470979554832074
611,1940,1.0470979554832074
612,1932,1.0470979554832074
613,1959,1.0470979554832074
614,1944,1.0470979554832074
615,5543,1.045939856506844
616,5589,1.045939856506844
617,5539,1.045939856506844
618,5547,1.045939856506844
619,5551,1.045939856506844
620,5127,1.044861240070401
621,5778,1.044861240070401
622,5796,1.044861240070401
623,5804,1.044861240070401
624,5924,1.044861240070401
625,2267,1.044853279738316
626,2242,1.044853279738316
627,2251,1.044853279738316
628,2263,1.044853279738316
629,2247,1.044853279738316
630,4742,1.043689128914632
631,2362,1.043689128914632
632,4390,1.043689128914632
633,4763,1.043689128914632
634,4736,1.043689128914632
635,5494,1.04238018525935
636,5455,1.04238018525935
637,5447,1.04238018525935
638,5407,1.04238018525935
639,27441,1.0420965792814314
640,27491,1.0420965792814314
641,27450,1.0420965792814314
642,27444,1.0420965792814314
643,27429,1.0420965792814314
644,27563,1.0420965792814314
645,27447,1.0420965792814314
646,27438,1.0420965792814314
647,27465,1.0420965792814314
648,27468,1.0420965792814314
649,27456,1.0420965792814314
650,27472,1.0420965792814314
651,27435,1.0420965792814314
652,27459,1.0420965792814314
653,27462,1.0420965792814314
654,27432,1.0420965792814314
655,27453,1.0420965792814314
656,5152,1.0420494180181854
657,5123,1.0420494180181854
658,5970,1.0420494180181854
659,5938,1.0420494180181854
660,5958,1.0420494180181854
661,5934,1.0420494180181854
662,5156,1.0420494180181854
663,5962,1.0420494180181854
664,5950,1.0420494180181854
665,5946,1.0420494180181854
666,5930,1.0420494180181854
667,5942,1.0420494180181854
668,5954,1.0420494180181854
669,5966,1.0420494180181854
670,1779,1.0413803199557945
671,1799,1.0413803199557945
672,2048,1.0413803199557945
673,2066,1.0413803199557945
674,5439,1.0411390822477677
675,2023,1.040168126059457
676,5693,1.0359660592370725
677,1899,1.0359042590599217
678,5689,1.0354940084262472
679,1832,1.035444725479575
680,15904,1.0281249149058171
681,5754,1.0253829979308666
682,5746,1.0253544045709333
683,2151,1.0253496236594493
684,27596,1.0253218249250258
685,14372,1.0148352844899975
686,14378,1.0148352844899975
687,14339,1.0148352844899975
688,14368,1.013820068436042
689,14296,1.0138199959565624
690,14319,1.0138199959565624
691,14276,1.0138199959565624
692,6109,1.0137511026831936
693,14231,1.012907088396418
694,9097,1.0129025363256796
695,6794,1.0129025363256796
696,11363,1.0129025363256796
697,9102,1.0128641695043508
698,15892,1.0128641695043508
699,15102,1.0128641695043508
700,15060,1.0128641695043505
701,14399,1.0073881275399836
702,1265,1.0073495839109652
703,6125,1.007319017931018
704,6105,1.007319017931018
705,6117,1.007319017931018
706,6113,1.007319017931018
707,6101,1.007319017931018
708,6121,1.007319017931018
709,6129,1.007319017931018
710,6085,1.007319017931018
711,24505,1.0072982357179043
712,525,1.0072827076653543
713,521,1.0072827076653543
714,533,1.0072827076653543
715,1138,1.0072827076653543
716,1126,1.0072827076653543
717,517,1.0072827076653543
718,1130,1.0072827076653543
719,529,1.0072827076653543
720,513,1.0072827076653543
721,509,1.0072827076653543
722,23568,1.0071453340943712
723,24127,1.0071453340943712
724,23580,1.0071453340943712
725,23867,1.0071453340943712
726,23879,1.0071453340943712
727,23576,1.0071453340943712
728,23564,1.0071453340943712
729,23556,1.0071453340943712
730,23560,1.0071453340943712
731,23584,1.0071453340943712
732,23552,1.0071453340943712
733,24135,1.0071453340943712
734,23875,1.0071453340943712
735,24131,1.0071453340943712
736,24139,1.0071453340943712
737,23871,1.0071453340943712
738,23883,1.0071453340943712
739,23572,1.0071453340943712
740,23839,1.0071453340943712
741,15377,1.0071077530750472
742,15403,1.0071077530750472
743,15142,1.0064985224627279
744,15138,1.0064985224627279
745,23116,1.0064974869186827
746,23120,1.0064974869186827
747,1097,1.0064771126830374
748,1118,1.0064771126830374
749,1093,1.0064771126830374
750,1114,1.0064771126830374
751,1134,1.0064771126830374
752,1122,1.0064771126830374
753,1109,1.0064771126830374
754,1105,1.0064771126830374
755,1101,1.0064771126830374
756,1089,1.0064771126830374
757,1021,1.0064768144848195
758,989,1.0064768144848195
759,953,1.0064768144848195
760,1041,1.0064768144848195
761,589,1.0064768144848195
762,993,1.0064768144848195
763,997,1.0064768144848195
764,1013,1.0064768144848195
765,1045,1.0064768144848195
766,957,1.0064768144848195
767,1005,1.0064768144848195
768,961,1.0064768144848195
769,581,1.0064768144848195
770,969,1.0064768144848195
771,977,1.0064768144848195
772,585,1.0064768144848195
773,561,1.0064768144848195
774,1061,1.0064768144848195
775,1025,1.0064768144848195
776,981,1.0064768144848195
777,1029,1.0064768144848195
778,1033,1.0064768144848195
779,1001,1.0064768144848195
780,985,1.0064768144848195
781,965,1.0064768144848195
782,1017,1.0064768144848195
783,577,1.0064768144848195
784,973,1.0064768144848195
785,1037,1.0064768144848195
786,1009,1.0064768144848195
787,23280,1.0064763032032584
788,23276,1.0064763032032584
789,23288,1.0064763032032584
790,23284,1.0064763032032584
791,23296,1.0064763032032584
792,23292,1.0064763032032584
793,23304,1.0064763032032584
794,23308,1.0064763032032584
795,23312,1.0064763032032584
796,23300,1.0064763032032584
797,15361,1.006476296981115
798,15209,1.006476296981115
799,15223,1.006476296981115
800,15182,1.006476296981115
801,15186,1.006476296981115
802,14508,1.0064760809992124
803,14488,1.0064760809992124
804,14504,1.0064760809992124
805,14496,1.0064760809992124
806,14500,1.0064760809992124
807,14524,1.0064760809992124
808,14516,1.0064760809992124
809,14492,1.0064760809992124
810,14520,1.0064760809992124
811,23180,1.0064760103658337
812,23192,1.0064760103658337
813,23140,1.0064760103658337
814,23144,1.0064760103658337
815,23168,1.0064760103658337
816,23224,1.0064760103658337
817,23124,1.0064760103658337
818,23152,1.0064760103658337
819,23136,1.0064760103658337
820,23132,1.0064760103658337
821,23228,1.0064760103658337
822,23236,1.0064760103658337
823,23200,1.0064760103658337
824,23172,1.0064760103658337
825,23160,1.0064760103658337
826,23216,1.0064760103658337
827,23212,1.0064760103658337
828,23208,1.0064760103658337
829,23156,1.0064760103658337
830,23220,1.0064760103658337
831,23196,1.0064760103658337
832,16295,1.0064760103658337
833,23188,1.0064760103658337
834,23184,1.0064760103658337
835,23128,1.0064760103658337
836,23164,1.0064760103658337
837,23176,1.0064760103658337
838,23232,1.0064760103658337
839,23148,1.0064760103658337
840,23204,1.0064760103658337
841,14330,1.0064758648370404
842,14388,1.0064758648370404
843,917,1.0064757751489302
844,925,1.0064757751489302
845,913,1.0064757751489302
846,929,1.0064757751489302
847,949,1.0064757751489302
848,937,1.0064757751489302
849,945,1.0064757751489302
850,933,1.0064757751489302
851,941,1.0064757751489302
852,921,1.0064757751489302
853,14403,1.0064757209809239
854,14415,1.0064757209809239
855,14407,1.0064757209809239
856,14411,1.0064757209809239
857,14428,1.0064757209809239
858,14419,1.0064757209809239
859,837,1.0064757025635047
860,841,1.0064757025635047
861,865,1.0064757025635047
862,833,1.0064757025635047
863,845,1.0064757025635047
864,869,1.0064757025635047
865,849,1.0064757025635047
866,857,1.0064757025635047
867,861,1.0064757025635047
868,853,1.0064757025635047
869,14315,1.0064756485014437
870,777,1.00647555556265
871,761,1.00647555556265
872,785,1.00647555556265
873,597,1.00647555556265
874,773,1.00647555556265
875,793,1.00647555556265
876,605,1.00647555556265
877,781,1.00647555556265
878,789,1.00647555556265
879,769,1.00647555556265
880,6170,1.0064755028746373
881,6174,1.0064755028746373
882,6178,1.0064755028746373
883,6182,1.0064755028746373
884,14263,1.0064755028746373
885,14267,1.0064755028746373
886,6149,1.0064755028746373
887,897,1.006475302410009
888,881,1.006475302410009
889,905,1.006475302410009
890,873,1.006475302410009
891,909,1.006475302410009
892,901,1.006475302410009
893,885,1.006475302410009
894,889,1.006475302410009
895,877,1.006475302410009
896,893,1.006475302410009
897,22922,1.0064752879929197
898,23071,1.0064752879929197
899,22954,1.0064752879929197
900,22950,1.0064752879929197
901,22972,1.0064752879929197
902,16456,1.0064750720126348
903,16428,1.0064750720126348
904,22902,1.0064750720126348
905,22914,1.0064750720126348
906,22918,1.0064750720126348
907,16444,1.0064750720126348
908,22910,1.0064750720126348
909,16448,1.0064750720126348
910,22898,1.0064750720126348
911,813,1.0064750492573675
912,829,1.0064750492573675
913,817,1.0064750492573675
914,825,1.0064750492573675
915,809,1.0064750492573675
916,593,1.0064750492573675
917,821,1.0064750492573675
918,801,1.0064750492573675
919,805,1.0064750492573675
920,797,1.0064750492573675
921,14219,1.0064750036442425
922,14255,1.0064750036442425
923,14223,1.0064750036442425
924,14259,1.0064750036442425
925,14246,1.0064750036442425
926,24111,1.006474970385864
927,24119,1.006474970385864
928,24087,1.006474970385864
929,24115,1.006474970385864
930,24103,1.006474970385864
931,24107,1.006474970385864
932,24123,1.006474970385864
933,24095,1.006474970385864
934,24091,1.006474970385864
935,24099,1.006474970385864
936,23907,1.0064749030342366
937,23895,1.0064749030342366
938,23891,1.0064749030342366
939,23899,1.0064749030342366
940,23903,1.0064749030342366
941,24071,1.0064749030342366
942,24075,1.0064749030342366
943,24079,1.0064749030342366
944,24083,1.0064749030342366
945,23887,1.0064749030342366
946,23352,1.0064748558820145
947,23376,1.0064748558820145
948,23384,1.0064748558820145
949,23348,1.0064748558820145
950,23364,1.0064748558820145
951,23372,1.0064748558820145
952,601,1.0064747961047265
953,749,1.0064747961047265
954,765,1.0064747961047265
955,741,1.0064747961047265
956,733,1.0064747961047265
957,737,1.0064747961047265
958,757,1.0064747961047265
959,745,1.0064747961047265
960,729,1.0064747961047265
961,753,1.0064747961047265
962,2275,1.0064747558658722
963,2271,1.0064747558658722
964,2316,1.0064747558658722
965,2293,1.0064747558658722
966,2284,1.0064747558658722
967,2298,1.0064747558658722
968,24019,1.0064747509194159
969,23995,1.0064747509194159
970,24015,1.0064747509194159
971,23999,1.0064747509194159
972,24007,1.0064747509194159
973,24003,1.0064747509194159
974,24023,1.0064747509194159
975,24011,1.0064747509194159
976,23991,1.0064747509194159
977,24031,1.0064747509194159
978,23750,1.0064747054534542
979,23746,1.0064747054534542
980,23612,1.0064747054534542
981,23742,1.0064747054534542
982,23738,1.0064747054534542
983,23608,1.0064747054534542
984,23758,1.0064747054534542
985,23779,1.0064746396079036
986,23596,1.0064746396079036
987,23783,1.0064746396079036
988,23592,1.0064746396079036
989,24027,1.0064745021835668
990,24051,1.0064745021835668
991,24055,1.0064745021835668
992,24039,1.0064745021835668
993,24059,1.0064745021835668
994,24067,1.0064745021835668
995,24063,1.0064745021835668
996,24043,1.0064745021835668
997,24035,1.0064745021835668
998,24047,1.0064745021835668
999,23710,1.0064744874693252
1000,23714,1.0064744874693252
1001,23718,1.0064744874693252
1002,23702,1.0064744874693252
1003,23730,1.0064744874693252
1004,23706,1.0064744874693252
1005,23726,1.0064744874693252
1006,23923,1.0064742534477178
1007,23931,1.0064742534477178
1008,23939,1.0064742534477178
1009,23919,1.0064742534477178
1010,23911,1.0064742534477178
1011,23947,1.0064742534477178
1012,23927,1.0064742534477178
1013,23943,1.0064742534477178
1014,23935,1.0064742534477178
1015,23915,1.0064742534477178
1016,23951,1.0064740047118688
1017,23955,1.0064740047118688
1018,23975,1.0064740047118688
1019,23963,1.0064740047118688
1020,23979,1.0064740047118688
1021,23967,1.0064740047118688
1022,23987,1.0064740047118688
1023,23971,1.0064740047118688
1024,23983,1.0064740047118688
1025,23959,1.0064740047118688
1026,23664,1.006473999399477
